,2016-01-18,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-24,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-01-31,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-18,2016-03-19,2016-03-20,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-26,2016-03-27,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-02,2016-04-03,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-09,2016-04-10,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-16,2016-04-17,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-23,2016-04-24,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29
13:45:00,55.6115061791,96.9503129843,83.4364268546,102.477454998,77.3532064078,62.7080000346,89.3340110406,113.584041616,105.065904707,115.057992646,76.08013407,64.0455147542,77.9137609064,107.051828836,111.015771369,110.540291845,91.5438073912,75.1283254107,64.9837014393,68.7720012575,84.8536744632,107.436319177,90.9134674218,97.0210517261,79.7591440647,78.7057268596,63.3690926986,105.961463838,123.40553814,111.877906827,96.9768143169,70.1333715783,72.5966092528,90.5169460733,108.504105413,106.75383279,107.726460626,98.420673611,71.846086029,66.9584527756,83.2214465715,99.168784989,125.032808906,114.084442797,99.7724808632,58.9798245984,84.380166291,89.371540603,100.127783597,122.483574346,101.763655615,103.269306392,39.2671032154,37.2312706499,44.5432723096,52.4355463517,101.051385495,91.4262632893,70.6892214475,109.82714196,68.1278709295,76.0722049661,129.163178771,127.652425227,104.222709918,95.6848419449,91.1842812701,67.8179164222,48.5569735633,76.4130634044,110.355655093,111.459516241,106.424950026,91.1016278743,67.767936639,64.5743939577,64.6760805136,117.981525671,109.647292887,108.674824606,107.836134603,74.609137033,77.8777560677,94.130660434,112.384406325,104.124940778,95.3357954984,102.202346098,81.431012821,83.6046658871,80.7772454936,123.651737077,117.310657147,128.682162455,122.910106905,99.1799753686
14:00:00,62.097500927,97.6810901971,93.8834649668,105.370676466,86.1643934283,63.8137835084,93.5744621425,116.845038572,105.517245844,120.077649911,76.8555114209,63.2322679347,84.7075193038,114.387431726,118.518888873,122.774107347,97.2142158074,76.8918340042,69.4804634564,67.3289004041,95.4232537171,112.99489585,99.9207283302,110.410301138,85.3817980393,78.0584886074,68.2278171974,116.79816413,127.193278744,119.409585481,102.774355909,75.6309309775,74.822404398,92.7943086872,114.952932449,114.706745587,120.35736303,98.3834960483,80.4533077617,71.8933671941,90.2321708237,104.791202044,129.624497024,119.123843641,97.5921215948,66.1326217134,87.5652984724,99.1122570651,110.1983732,130.321657086,113.449130408,107.098987213,38.8925787791,41.3845520496,48.410845909,55.7886282034,107.134408955,103.680789392,70.0351717304,119.512822462,67.7133181735,80.371337329,135.728309936,128.652537371,109.460950305,111.024945766,91.3541589399,64.6709857957,54.2722590748,79.8385714692,118.390534225,119.503685666,113.494687097,97.1116026637,68.3790728146,71.3188816185,67.632270654,117.641379374,112.707714303,114.395308913,113.699883469,76.8111845061,85.5042856242,102.63275299,117.584065657,101.705576432,105.911187329,104.83348743,84.5625782021,86.9525297534,87.8096139467,126.081080051,117.868114205,138.664592176,124.229152715,99.8564185671
14:15:00,64.7257454303,100.862562948,102.567500911,112.059500279,93.1832778496,67.7680716288,101.051329729,122.143045524,105.781180781,125.324855044,87.2613217943,63.2347376491,89.4180306931,115.242898389,124.241727553,130.03115819,107.669979518,81.1780079652,75.1985394571,68.6414434564,106.684404379,117.622585738,109.214360001,123.730883103,94.8287077291,77.0319790298,73.2146689109,128.141415072,128.913654291,125.211989168,112.84330321,79.7490104632,75.9432945389,95.2540817157,119.90964768,124.114713111,125.865307777,102.212570395,84.8181440709,80.9336972052,98.0643648381,115.165334585,135.527972561,120.721749267,106.232975038,77.4920607861,91.5268387725,113.520920066,120.445239973,133.165942753,119.005881525,111.103800491,45.7879349475,47.226545692,54.7232065434,57.9374753725,116.629088107,116.70331209,69.5172203819,118.300606487,70.3739607405,85.5866397016,133.722816444,129.259395205,119.266861083,123.30785166,96.1314684635,63.2912177395,55.6392934551,84.299335613,123.686179169,128.865342061,115.753973905,102.705340893,78.8385606218,75.4227695919,72.4668818217,121.008442438,115.665218327,118.588031943,118.064952299,84.268153836,85.6765122243,104.406410675,116.890489904,106.454706414,119.187156416,112.26864066,91.2225983899,91.726409429,92.1980576304,130.989312191,119.699232575,151.032136169,128.778805152,101.329472452
14:30:00,62.9632642453,106.239658515,108.305932562,110.373343211,96.7941278275,73.4359557543,107.295494257,128.277152954,113.83828428,127.704104293,95.7954832132,67.2743291917,94.8480361229,119.047689453,123.85999174,130.854312027,110.743376394,83.5454064728,79.5943327779,68.2931766829,114.653257562,125.239888306,115.206899469,137.409627893,103.904810551,79.1241333988,75.1754412355,129.076142502,140.431730188,131.107764008,123.147236879,77.9056327638,76.4615277052,99.6852548839,124.297141147,129.534665498,128.029083101,108.955708217,88.0318504006,91.6858170313,104.69715376,125.929886253,145.908628677,122.305827455,121.47291626,81.5988756335,96.3994513301,125.034047767,124.538062281,134.650948673,124.985345536,114.136372645,52.4441147632,56.5586017916,60.006775801,60.8582903055,125.189414316,138.012107234,71.5609049751,115.507143478,66.3468504284,85.2847286553,125.221687852,124.611456894,127.616254761,122.157665573,107.482076679,64.9374026777,59.5423334597,88.7953412734,126.184107193,146.044492963,117.593289656,109.643387102,83.6333543247,78.7512470914,78.925907178,129.753670492,116.966629022,121.781021927,122.704093816,95.2404789375,84.0598415675,103.70360964,121.562944397,113.882336347,132.866890869,120.097081808,101.286443988,99.0170723264,95.8351432039,134.091129998,119.298515602,155.660806772,131.606445874,100.31768919
14:45:00,60.8255910677,107.832178278,108.781155974,108.022621476,97.0146558182,78.1463839858,115.735176728,131.760360299,130.106769542,119.470183819,104.433270112,70.1029725585,94.9642152553,124.745468771,114.565930664,131.724120133,108.926725271,83.196572776,83.7271678409,70.5847594395,109.977135626,130.522131547,121.882163771,154.411599568,106.757628462,81.7689289272,78.5265897461,128.404442108,153.785263259,126.495577783,133.963131157,78.0207996812,78.9927628493,107.368654485,125.219007529,127.29410666,130.896861682,113.235580289,91.5493940529,99.8887064846,107.980933057,130.392891525,162.875913408,121.860247452,134.623870253,84.0096785009,99.2641227388,125.046318199,127.256038542,130.079306664,123.927195961,112.841729112,57.7761913738,60.7289791791,65.341562183,64.6523247044,121.211202732,149.718826495,81.5573223194,115.847869902,67.1211175541,85.8589413577,114.854280825,119.328390195,133.951221678,116.582790131,123.108913499,68.285895555,61.5870489334,93.727902662,120.453477229,151.810461783,113.895165744,110.275604044,87.5732869442,80.3239641465,83.8215762403,133.531134289,113.728333794,123.326243213,121.260156146,107.452286053,82.9666549047,103.963504686,133.07971466,114.589059022,138.279265966,127.370805572,112.184288821,106.462467,102.217322065,135.122605591,121.76200148,152.362343984,130.201846231,102.880676039
15:00:00,56.4017311026,99.1806065901,105.063702077,101.97106487,96.2743186233,76.356392916,123.20760963,124.551361085,135.328281206,111.469671195,105.558990499,73.923939362,92.0371755068,129.184521287,105.831810072,127.412509725,105.225592193,84.243237178,85.4677035128,75.2304977165,107.996845803,119.664866842,122.810171005,140.882606409,103.72506232,84.15207603,79.3336875466,130.776124578,140.148549951,126.558570258,129.273486525,80.2032474897,81.2296035127,110.214597046,125.184559209,130.651209511,124.458649997,103.763440955,98.7620415286,107.909711315,110.371790678,134.002612366,152.722017439,126.757523595,128.05192949,91.0833303659,100.402936932,120.884313859,126.302242609,123.451751199,122.400415249,103.592150038,59.8110084004,61.9687331017,67.7940225887,69.7042496599,110.711439873,137.910907075,103.775759274,109.023935271,63.4921915775,87.1331576665,110.806576324,116.806949078,130.481342653,113.276296812,115.750755476,68.1382459609,66.2944428022,99.9076514438,118.69523382,140.843586009,116.355554252,107.665080267,94.2014828515,83.6580766043,86.1143041701,132.487563598,105.133462007,119.01361629,109.967799784,112.146743551,88.5896503521,107.218031333,139.793197423,109.410794542,139.019375249,120.947643036,112.773418735,113.666397352,109.170759205,123.637551094,119.588697197,147.626874261,128.841885828,104.44266188
15:15:00,50.12950742,94.1610712462,104.661789851,97.137160232,94.9732614079,74.2302511656,129.079671994,121.088128244,138.03092483,109.608776358,106.690412158,76.7345560975,86.4090937831,125.722194405,105.998034381,127.243167758,102.792092666,86.4039844301,83.232262978,80.775178625,106.098924074,113.819382478,121.796611723,126.145257556,103.629756059,85.9214272678,78.6091282484,132.032116383,131.125360193,131.488725636,125.134541148,86.5201131014,82.8791275385,109.39609012,130.265093514,132.275933649,124.910731158,100.779383978,99.9622712231,112.338764303,114.363948461,139.421527696,135.987304635,130.649675317,124.87544594,97.1593352049,101.569732365,119.781980848,126.867671257,118.610403425,123.119593927,95.0764573439,59.0230267165,61.0509604486,65.7474895516,71.0940868542,111.284706794,127.238133183,121.370858059,107.040749291,66.0132668507,87.2133747235,109.555993659,123.787107121,125.513755147,119.765676836,109.928552165,66.724212375,71.0114201249,106.68941396,124.203367054,134.203279562,126.880075776,112.323696232,93.9144925297,85.6228120185,89.1213536485,131.707419611,98.9084754337,115.980575225,106.541372932,115.662447692,97.1882162164,109.572115729,137.896360097,106.005344962,138.123780326,110.943814137,109.542541935,115.307733284,114.086975483,118.944567451,117.753606782,141.21983609,125.399751808,110.666523519
15:30:00,47.6432808844,100.288486862,106.956234123,96.4972646644,96.9629920904,73.2194415235,132.303023593,118.705912534,138.086243557,114.854366854,112.227321873,78.6842705367,86.3477959762,125.346792954,107.741387868,129.714761737,106.327157809,86.9109249277,80.5017623958,89.3025938432,105.676214811,108.807233059,119.026834473,119.756949332,105.844228972,86.4206831411,82.69793037,134.461094836,124.022364015,138.360887598,129.055560143,94.6320384485,83.1892057445,111.656947173,142.162789349,131.535819648,131.532088283,104.996621215,99.9184784741,111.946375598,113.708046884,141.3068917,133.768103986,137.673674863,124.108912588,98.4105362621,107.712473631,125.204637549,129.538836038,116.49388209,117.998492024,88.7991728736,58.264690395,58.8112919055,67.9972504275,72.4933586497,113.102704803,126.528474884,129.945742347,109.855851125,68.2531545702,89.9392743378,111.966799493,133.394939748,128.392911317,131.025827794,108.661742168,65.9970613552,74.4960003559,107.612713663,132.881399379,125.261784346,134.663242408,109.433171864,92.7059007585,85.7712447345,91.9313790161,127.300036322,100.512911837,121.337321501,104.759624222,114.044507635,99.8424401,108.694621354,135.995775248,107.208923253,138.590292306,113.580252744,107.433529156,112.732549991,114.01597335,127.077153413,122.054339868,137.652919434,122.064859656,114.329813997
15:45:00,50.3183975206,110.755625559,106.004270017,100.753414804,96.1484957736,70.3149444475,129.669980212,124.563708227,137.30393087,120.95575751,115.188682113,78.4534182561,91.3029204123,129.60223295,111.742586043,130.839623646,112.947533409,84.1882002059,76.2925919691,93.3461777992,105.92371424,108.811208231,113.092964351,122.984562949,110.481488234,87.1506896148,84.7268559329,140.287504484,121.895511056,145.272448557,132.276726333,97.1594392609,83.6494538714,116.948801427,150.049638595,129.246540783,131.780242171,113.569596565,105.474516173,108.825526746,109.426829505,145.472903171,135.186135212,140.667143842,127.015930545,96.6911063718,110.639660591,129.053640646,129.166905991,118.819999092,114.711681715,88.1119037842,60.3423900758,55.9834372607,67.8436134692,73.3854137003,113.767721618,124.133635872,136.361819693,113.345281355,73.7541322317,92.7237888714,117.791273171,139.182308143,131.435753024,134.500293608,107.112659755,68.4616347093,75.4833626998,106.838246087,138.226119137,124.984783138,139.139414687,107.527834623,96.7403072587,88.4108250608,91.3903273166,123.959908504,109.589358109,128.232906153,107.318556424,112.013137158,101.255977172,109.110180233,132.905295248,115.847052461,139.169161649,117.190264449,108.303167262,108.671456106,117.833804287,136.179672834,132.781292526,136.998142077,124.227121241,114.87703932
16:00:00,54.2436415842,122.178285739,109.950664412,105.613117961,94.5087733796,68.0688573479,131.366810448,132.408684525,135.321193137,127.953529447,116.138811598,77.3537937589,96.0285134647,139.338844506,117.199568683,135.200562001,123.115649636,82.8381019447,72.6176171095,94.8341772345,110.683988967,120.399631521,114.533457511,125.581080952,111.966083077,88.7709263719,84.4268062186,136.813600205,125.756022931,147.599025731,137.927102252,97.4586543711,85.3710761709,117.909391758,148.772054434,127.152131035,128.048537058,121.659511496,109.637280264,109.176448097,105.126946116,147.119977502,147.826910062,137.120354136,134.64227574,93.0341458444,114.734845846,134.821071729,127.525378081,124.318802151,116.936751129,92.7679114851,63.5331356088,55.6785224918,66.5923860743,76.2668833606,114.676635352,131.348370074,137.589012957,123.673378312,79.5521681899,95.1013020108,124.848095051,141.911193992,142.173399494,133.58096261,109.120154861,70.6286515348,73.7166856496,103.301279442,145.97151591,131.814390025,140.416468338,102.275668242,106.770510234,90.3065138369,94.4813875615,123.781458287,114.754577472,137.141737214,107.394923863,120.199534766,104.447602403,107.954181682,129.447221972,120.327409129,135.430054198,124.946649355,113.141184803,102.389960274,122.384573078,136.242182739,144.116181088,136.021682936,137.146729119,117.093077502
16:15:00,56.8710022899,133.661014681,116.93164415,111.277051833,93.7258342832,66.4033887405,132.239822478,140.860594178,137.16737499,133.976748768,111.264664824,81.7903550361,100.672780682,146.202491829,125.825103481,131.701138024,141.398869839,85.0865214118,70.9045192905,95.0024832926,111.952177116,124.518409995,117.700841401,123.330359991,107.759586263,91.6394938654,84.0749706431,134.766627907,132.824099136,142.171339221,148.582297769,100.56714409,82.1663691522,117.278854191,149.077172859,132.503542819,119.169832835,123.288374348,110.464634344,113.548316506,105.561387498,148.502723743,172.90366986,129.189289945,142.001863016,89.0905422465,117.102260816,137.891731093,126.053937291,126.080340799,120.927924964,90.2966498171,67.4291566924,57.0407990547,63.8621487023,78.8635715847,119.690880884,139.200159672,135.873605616,140.313917616,85.1749663365,97.1586197,131.373399147,141.978962694,161.265463905,128.659135917,110.297757911,74.0855615107,71.9724222987,102.26058976,151.399341008,136.223152816,140.32344971,100.288987209,120.06869337,87.4016217805,97.407094129,120.939290789,123.446616927,146.072410411,107.528368017,119.208624647,107.924136418,104.141654548,128.6332668,129.363564876,128.604312502,123.641678672,114.330975808,95.8106589304,124.844775933,138.895394483,156.678136835,135.493436771,155.629633362,118.008727914
16:30:00,59.165185684,127.951788188,113.18210725,124.719658199,86.4641411,65.1030324451,136.401703579,135.721820883,131.229434781,127.247422678,108.475573092,87.4604725608,99.3269006848,139.161350119,136.93282076,122.843788931,136.133258101,89.4831459859,73.3457457666,93.4186326477,124.355438877,125.314187675,117.88072845,128.854094811,107.391404401,92.5726398048,83.0949261849,131.246633088,130.807893311,138.62205767,142.963718248,96.6050599861,83.1054769823,119.978541233,144.168020997,138.247466479,117.879915279,125.159170467,108.73988148,114.137412638,107.229252199,153.635795937,169.975835806,120.789227198,144.824055733,88.4428914556,119.376445226,138.008275574,129.141512441,122.557060269,125.065925664,90.691749651,66.5564118074,55.857473422,64.0867096637,80.3675156053,129.318622385,140.0197467,130.28385523,139.393918266,93.0458941834,100.779943861,131.907129372,141.960591665,147.02476045,128.964189426,120.018689608,77.1625112461,71.5936544414,102.372394193,151.848313919,137.05483927,139.856468478,107.628769527,118.366019886,81.0264319357,105.407206275,122.045094557,141.594368531,146.750047041,107.468682641,117.246261458,105.297195033,98.6792643166,122.580697169,133.014273062,121.06317071,124.174324895,113.973564698,90.0762279648,121.621762906,135.285653947,164.853928871,134.139932472,144.188325807,112.468634924
16:45:00,56.3488932333,118.476552701,115.073663432,124.361275174,81.9364878792,65.1455048004,137.485496073,123.073559982,129.559580887,124.03406085,99.1515380533,94.4808067336,96.7364907263,132.778610915,134.186143887,117.728675895,120.857138821,92.4046202222,74.324705211,91.6451953888,136.61658021,125.896788592,120.957048286,128.113260176,100.871771573,89.1076241687,80.7603085364,133.820405432,131.767360822,136.241171277,130.628173519,94.5582654481,84.9258055242,116.372097012,141.093280254,134.323506721,120.574904499,123.398136503,104.317056051,114.043384141,109.506863773,153.528400645,154.79548938,111.456861934,142.834491222,94.4927048567,118.98741717,135.129899822,137.069157768,128.040724199,133.87562574,85.3535422232,62.5825460496,51.8341539568,65.9755798648,84.2436094858,134.68626226,133.737553851,130.140808128,128.412564029,91.2383865694,101.532237016,128.242431347,140.473132932,139.233175508,128.407227199,127.060654834,82.0185243289,75.9786192747,101.771730369,155.858472114,136.706911513,137.364734898,115.778018781,115.25626626,75.7079837857,112.907294995,117.831976558,154.233490489,146.754947582,101.908925451,114.101050559,102.330121232,100.290367378,120.140246918,128.611157296,111.969237973,128.160203177,109.508024276,92.7080254044,115.433332188,134.768518043,161.674052631,135.700825384,136.076031567,107.299987071
17:00:00,45.314455036,106.757678283,116.613707917,125.182924472,76.4273864699,67.3024572552,134.320835124,113.55336505,125.751152121,124.110327598,89.7214151765,98.047072834,92.9933666918,129.294765519,121.382854704,115.768382225,112.8423202,97.2612967037,71.5333147639,92.4074763095,144.747529319,126.74766143,121.052273635,125.360641226,97.4281130619,85.636427326,78.1549010203,135.561468449,134.146670412,137.074554901,121.205036912,94.2025038927,86.1538066762,110.866083187,140.565590043,130.176335291,121.891090044,115.813168174,95.5704294786,112.091053391,111.312041376,147.918152552,143.163040449,109.150435794,138.110695346,103.755710923,118.612304292,129.199247339,141.834902626,129.708975684,127.750046381,82.2988594682,52.0623809002,42.9615021783,68.0648508844,83.2217160788,134.282958143,130.244510414,134.197800179,118.081202137,87.7340899663,103.422573965,122.358191948,140.212455195,135.62307456,124.970974448,128.163979255,86.4876018549,81.3382451129,101.848847534,156.273225228,139.467153132,133.484522269,118.962199504,111.601169202,71.9204529419,115.51851874,112.942854645,153.210903943,142.16731843,94.6047888834,111.069074398,100.191867932,102.339791487,121.001255546,127.457295061,108.358782017,122.866278883,108.426297955,101.074953347,111.753756154,136.12823579,158.46114581,139.635905912,134.16932414,98.3927030463
17:15:00,30.2564147243,103.364429595,115.662309061,121.443077462,72.3483729629,66.0545316574,130.766363751,111.651669702,122.278325519,123.181765537,82.3109838231,96.393372674,92.7163630134,129.393083401,113.94844728,114.91813944,105.646332792,98.6542875694,68.0140811433,95.1403894258,141.527053991,128.554677687,124.374780653,120.62250275,94.5443110036,82.335781308,76.8418698865,133.902534783,136.855269181,136.685740849,115.067334722,88.1969878402,83.4643212881,105.122867394,141.111029267,126.603610496,123.314952464,111.415888192,88.2401610808,111.018474478,112.548876618,141.485865052,129.287920124,112.914466552,129.061211523,103.762228415,118.953399894,127.899161984,143.298460837,126.658009424,117.330957291,78.8374488743,30.3856457412,27.5618716925,66.9394545713,77.5444792652,127.225343149,123.956437981,136.926551,114.286051768,82.0378777073,103.393555477,117.748435357,136.928161287,131.460472072,119.823701987,121.947678871,90.366696262,89.9262217207,102.450534193,152.219038663,140.209524686,132.122634091,123.850738664,105.749932899,70.7220474446,111.037445966,108.356693555,145.906549059,133.557470817,93.4941144733,111.244314303,101.391145584,99.6116296464,122.572568718,129.633449251,109.329594623,117.239111024,111.204280589,107.129863083,111.190642806,136.612020121,155.189740836,140.00331369,133.192713887,89.0367273968
17:30:00,22.740405858,101.350714731,114.852119389,119.034356567,69.256210509,63.2774553443,124.039054727,110.752177448,118.112973877,122.733262083,83.6031930016,95.6596623977,90.5375807401,129.167302994,106.54270628,123.596414612,103.142066754,100.662111551,65.7428815395,94.4638961347,132.238863371,122.510386002,125.028398223,115.203827082,90.8480214103,76.1095634943,78.0745793445,131.153380185,140.509263406,134.48915162,108.178019416,84.7959220257,77.224576857,99.072650897,140.124496742,128.05032006,126.550792224,113.59158292,82.9255512191,109.381594714,112.497378355,131.076046435,119.053478615,119.492600394,123.873192482,102.531154246,115.488388698,120.513992937,147.649740967,122.566068753,109.760035413,79.6813389931,16.8173081542,14.0346117482,71.0546210061,71.0111107686,120.064134107,112.800137312,128.403179846,112.750927823,76.1864431926,105.542634391,111.190801862,129.944943651,124.76523339,120.191731735,112.702811167,92.4775562783,91.3197486374,101.725883786,140.275927371,128.87368047,132.216829329,127.18866422,98.849423134,71.3300694504,108.223607651,103.166748734,137.278558114,121.161079117,93.305165988,113.582602804,100.052928778,96.2103918817,120.26052101,126.305792637,111.261903538,112.492700842,113.465271127,110.675699206,110.844087839,133.210612387,154.912078522,133.589376528,131.532062892,85.7365985782
17:45:00,21.8192325485,99.0415825948,113.491173302,112.963229286,68.0109163334,60.7378923385,123.82315332,106.935252397,115.670318956,125.886173584,85.6590240745,93.1991528013,87.6563948936,125.924995927,105.928521804,136.385395929,99.9097466605,96.0547122401,68.6674308561,90.7171789817,125.112558626,112.697979641,116.367393924,117.16459106,87.8782782871,71.1900886481,81.4226538306,131.818710833,132.014220998,132.527728022,98.3653740193,77.8595355039,74.8731583042,96.3999001697,140.778832753,127.754230715,124.673004858,120.89376234,77.745578093,107.699412454,107.339802211,122.56147489,117.767225882,123.799550402,120.611367903,98.5569285008,113.788155634,114.529765413,142.481729912,123.795378155,99.5170431122,83.8676606275,11.8510442385,7.65532820964,72.9866711263,70.3318637819,112.899361547,104.789533208,112.850703972,102.627541668,68.1407244081,107.18015259,103.966061033,116.731172155,116.636279718,117.653981638,102.825075891,92.908538108,89.2435819607,96.9229213653,132.585828973,116.98022541,126.459598765,126.019526807,94.5466398951,73.5177262262,109.76164284,103.752888515,124.471965267,108.09887607,89.7779782487,112.55114383,97.519900935,95.017328927,118.326309556,123.373599489,109.876747263,109.362827535,118.424007339,111.255680144,107.432901332,123.6907137,158.300918005,125.173794857,127.187805466,80.9234002522
18:00:00,21.0648871908,88.0606526304,101.183266422,100.167449984,66.9600866435,55.6475959744,117.724795345,102.776903764,109.139634759,112.295332216,81.3330724011,89.0457298855,82.1970190157,112.63912784,105.783371395,124.674442356,98.2454635751,90.2778101296,67.2496809174,85.3116282428,109.90001418,102.179879868,101.689238892,120.157117356,87.4780728186,67.5905445443,84.3065590923,120.096472541,115.257183059,135.866107619,87.101642727,69.6562132781,75.399496837,92.6437798931,135.9978841,106.852469074,113.654401455,124.692770591,74.9681174639,103.727736626,104.263647096,115.662835733,116.629714657,105.764828867,119.594082504,97.2716827709,114.446808239,110.40451875,130.087932631,117.576024604,89.5616719229,81.0708665946,12.3459137848,5.63040344465,73.2026838577,72.1947699613,111.702787784,96.3382758466,99.6857809429,99.5657490228,63.4887729544,102.53118318,102.973378718,108.865329366,112.642065479,117.405906169,97.3045504552,92.7928853984,84.7829805134,91.8379044134,122.73882635,120.302403488,111.109774526,117.009548615,92.7897369009,74.3980861387,111.888975276,104.161483769,112.074688451,99.1694361802,82.0422541006,107.451935696,95.0288879176,92.4929077527,110.510089476,124.124558803,94.3713572228,113.599868615,116.364684743,105.061625913,103.987717691,123.397800395,150.20486138,128.357516051,121.096250134,73.5550189241
18:15:00,18.4108970832,75.948379091,90.5498477683,81.6583144519,64.4294849797,49.7425349089,107.703809976,86.9826359683,95.3695573811,99.8432229907,74.1618851917,86.8349740483,76.9708768611,98.4326725208,97.9276889891,101.082121001,96.6258152418,84.6677012302,62.6167218358,80.2242762304,96.1279872022,90.6225486614,81.5566164091,111.50454652,89.7338396149,62.9439416617,81.3014532159,112.547189455,94.0967486948,130.513471929,87.1283216943,64.7352693437,76.0467070541,88.5436544082,125.147832079,88.9737003218,100.121783388,124.571427136,73.3698889071,97.8235512503,99.7768075016,110.977864502,117.307045909,83.7188472819,107.916945199,102.993691647,114.482142783,111.53676146,111.798394259,103.547338771,77.8195271571,77.2300884561,11.4588881068,5.85556340173,76.1963958732,70.6241333986,108.647452041,88.28094899,88.6236603777,97.9603222741,59.5371916156,93.460494082,103.1797987,102.463553544,113.07848566,109.334996527,99.4811604885,89.4467655813,78.5360391972,90.4212476812,111.153344436,120.653007869,89.5069912046,96.7858982253,88.4335880798,74.0487651018,111.319743025,98.9331283307,97.7307150667,92.9735818113,75.6717398917,102.484689062,92.7769137197,91.0629374752,109.899396773,119.099160599,80.1894703166,106.228546523,106.723484178,95.7739962435,104.673368653,126.295921409,134.870674729,132.393897769,119.818094489,66.7425405947
18:30:00,17.6610151425,68.1239109695,79.8458335141,66.1122185134,56.8247015955,47.4634858504,96.2704356973,78.7041459008,86.929453396,87.8216664883,65.0158648544,84.1110059168,76.3953541529,91.1503480748,92.61516573,78.8781142585,89.0364722539,78.0050612942,57.3962818889,72.8088987714,87.5232065048,85.3326882663,69.1537319787,98.2157843925,89.7758676493,59.7022013901,76.3693761028,107.538440639,79.8771508914,116.746787235,88.9836216228,60.3335911401,75.2589098802,83.55132827,109.599089785,78.0416514949,91.393149118,114.727010252,75.7913770703,94.8883670965,95.8598837268,97.7786252699,106.205891289,72.4623593999,91.4873998915,107.497864176,112.018339054,108.515964556,96.7672946722,90.1966021123,71.0928702805,66.1427245847,11.6551109489,6.96572714011,76.0561761305,67.2547182635,94.5008179715,76.7755847067,84.0080300103,89.0745357613,56.6150372674,82.7704868612,101.605607323,93.9113242122,110.957304288,98.5169315717,98.0857307101,82.6005752911,73.5348918867,86.947557093,98.7701554649,109.24002474,76.7713343442,81.9566469851,86.7535935587,69.7512067522,108.990133599,96.2854485018,90.9346556089,91.7732629673,74.1556737684,92.9452431908,90.9032264998,90.1674117052,102.561588501,110.588777288,70.0321089974,93.07384647,94.2072170011,88.9499990364,107.679250577,123.553524888,116.135401376,127.821265566,109.721535858,64.4870134165
18:45:00,15.7972001189,64.1096390768,70.226444297,64.8889290882,47.6923567847,47.7661556896,92.5272910434,79.1278585166,87.6495746164,75.8360373067,60.441643414,74.7479980217,78.9460828922,93.7715275668,90.244114784,69.1678625204,82.2114747212,77.7351636134,54.9826456825,65.9707192319,81.5564264947,88.371903604,64.5515582836,86.2906437726,87.2667666648,58.4293617963,70.8694612231,104.343426249,75.7491252465,107.816075961,92.9491098255,60.2175274192,75.3868121319,80.0312972173,98.4264061567,78.0326489861,88.5429303328,100.21394395,74.333288787,92.1765924324,94.9398610672,91.3814531034,97.1188306336,73.358424413,84.3790000866,100.571726115,104.21529128,104.858076131,90.552025224,86.9164185472,68.5449084443,57.1459964405,10.4819498417,5.88468691556,74.4776018408,64.4730219283,78.7354451462,71.4183170852,78.9352568191,82.251019276,53.9769835541,76.3425749174,94.9114935311,86.6670138087,109.133314074,97.3573971105,100.886764862,77.0911800001,69.7395940627,78.8489432107,92.2233427975,99.9654245527,71.0089070781,73.5580697924,86.1579773048,62.6893245229,101.19684846,96.5698139208,91.7196904411,89.8832660291,77.639814094,85.1600592259,83.9932469769,85.1204491034,98.7652281673,104.686460084,64.2213550857,83.5036606223,86.0757262087,84.5988497071,109.848022512,123.74721616,106.094735187,118.390149462,101.538582589,65.3044043528
