t,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-23,2016-01-24,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-01-31,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-12,2016-03-13,2016-03-14,2016-03-15,2016-03-17,2016-03-18,2016-03-19,2016-03-20,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-26,2016-03-27,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-02,2016-04-03,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-09,2016-04-10,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-16,2016-04-17,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-23,2016-04-24,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29
14:15:00,27.8380229882,42.7844056029,60.165807585,59.1574136309,97.9775316095,12.7906350931,29.6680352921,54.4267940324,24.0106058778,42.0993069289,48.698710087,47.7600509539,51.5866533371,25.1397938388,32.9611005533,33.4482495509,50.3564511183,54.9411443473,42.3192721916,42.7641398586,39.3301278106,40.4135670803,35.9958064791,44.6650171114,69.0344565483,68.9531883735,43.9743477034,41.0670760743,47.2172903976,34.3480109937,41.2715414227,58.7142273027,37.6229025276,51.2635276414,35.0700465998,35.3101064717,41.7736384929,37.8288667029,53.2239132608,44.5848354093,49.2835908961,30.0372742644,26.6657351574,36.1244331346,26.4029939553,51.3886817343,47.7051599062,40.5536540287,34.4872909439,28.7891342328,22.1530946135,18.7069160064,40.0928525812,54.3790142182,33.6267293698,41.6954730306,40.4558826351,38.6348147911,48.4015566086,37.4502196963,55.8138590949,26.3072850088,24.3774209441,42.3436567438,30.1374292991,34.8544540338,35.4803229951,50.4860618534,28.2795229574,42.2535148841,41.028145382,29.6505054733,40.2273216589,25.5812928697,48.3157167447,32.230383404,24.8618563553,36.1525709614,31.2701481769,41.9058907797,50.7792086132,40.1274037219,35.5854769759,35.6261073011,23.6879696225,22.9029434795,35.9546810026,35.2182525531,36.0596923558,24.1574903963,27.4016900887,25.8429583586,31.7676245239,33.1195804416,31.8937559206,46.8981201834,27.9807089145,36.64750119,26.2279007469,29.1414099086,31.7116160864
14:30:00,28.2778794361,45.4517834467,46.924192716,51.9092920651,100.04253098,11.01448773,29.8913468099,45.779304489,27.2012773803,38.1582274759,33.6583742267,49.4979765036,54.3745328312,27.3688996435,29.9236792387,31.7597590269,48.4714644883,50.9412755232,48.3087621906,48.4238530207,43.1393411254,37.4928624745,37.1933979905,45.5342497458,65.0117455979,65.949636883,53.9075830657,39.4599166829,49.2182264561,37.7469075176,41.8511352415,46.827404831,34.7605798018,67.1998388342,37.1579060039,35.4449018788,41.9623096877,40.8940937362,57.2016209675,47.1653242877,43.2975678726,23.0739289597,32.5740782032,40.9374476855,27.2277881351,48.8246243206,49.4464269178,44.0166423697,31.5286234517,33.2532355928,24.0292374204,21.8685391514,39.1571160754,48.0050807358,26.7394469428,40.0233993297,40.8608263653,33.6744409821,46.6910001744,37.9896251027,55.2913055673,25.1711723756,25.2231314209,41.6683998825,29.0264633232,29.0536782469,29.386240136,50.8265537557,32.0982428348,38.6001639901,45.7541762192,25.2081902298,34.5463228731,22.6384937616,41.9573248306,32.1847834669,32.8249608836,32.0110752459,32.793087227,37.1540453334,41.807347994,44.9021384357,33.7464184042,40.405944753,25.404252041,20.2320251506,32.2244604332,34.2665173142,48.6334604594,26.3530095041,32.4069268131,23.5543909601,31.6026466036,32.5443286468,27.9105163189,48.7791537314,25.8017480413,41.4473475668,26.9960253221,24.0782251222,32.00528598
14:45:00,31.1663072831,50.6520379428,37.9452289084,46.8654676988,98.1141699033,10.0870190032,37.5142702933,43.5469933713,33.4056272918,33.1191253447,29.2001332899,53.3281047869,51.1521023012,30.4495842305,28.5385895108,35.6384470403,43.9851668601,49.4367475058,52.3591183715,61.5895653713,46.2364524006,37.4766053515,37.6658686776,45.8315003345,55.1934740572,60.8891755625,74.0447906003,35.9203051674,54.0205053788,38.4224547042,41.9178163366,39.4875426608,39.0697378681,72.4782328148,33.2272308154,30.4752429761,44.133970518,41.3946270887,62.3376155471,43.67833495,50.7368549868,17.9180889469,34.5727044788,42.7521560504,32.7798542858,48.0879002422,48.4149700675,47.8057112924,33.279337429,35.926945059,25.9759009505,25.1075956395,42.201346354,40.4587907766,23.1125197458,41.2299535611,38.5758306644,30.8000368035,44.6521955456,38.6823275364,49.7865764491,23.4926830176,26.1038735933,38.8648681272,28.8371416172,27.9965787417,29.2643957717,48.9900425395,35.9866175554,35.2244673229,43.9169183854,23.5979291805,31.5916982662,25.6629613411,43.4979452136,33.3042439009,38.4636096071,32.7732790207,33.6916754484,38.5976480832,38.0621113868,50.9711229742,32.1191518147,39.1573823689,32.3181673541,22.9544737512,28.4592750385,32.9887462818,60.3785881154,33.8918853124,43.6510181103,23.488955183,30.9097564722,32.8419635821,25.99795111,48.9781429485,25.4077159028,46.8531634964,31.6474104852,25.1226343496,30.7625698164
15:00:00,36.3229488581,53.302865346,30.695023276,42.5491170621,95.1310433744,10.2626115963,41.284699487,42.2535075352,36.557347131,30.328376449,32.3974844999,55.5481788203,47.7114051921,30.2245640267,29.420610298,38.6127408967,40.8694237963,49.4717611755,53.4495503328,71.8376574782,47.5812166913,37.1130156486,37.9266963081,42.013890879,42.5862832426,52.9139412082,84.6878208114,37.0606375173,60.3430668407,40.1920058319,47.1218366413,34.2355839009,40.103588749,73.1705470394,28.4283749111,29.9789259121,49.3775138863,37.4556168773,68.1435846762,40.9390002221,61.5317354281,16.1142434005,31.9688393587,41.3895565081,34.1466714201,43.8334070068,46.1616777723,47.079380371,31.7610341704,33.4199227583,25.2672618681,28.4823310755,38.2589951427,36.4592524893,22.7228990817,39.9992457028,35.9229888012,31.8170789498,43.4123355522,41.6568943827,46.9508410532,25.4579818118,23.5917794378,33.2286973773,28.464192147,27.7056208316,31.4260621345,50.6189982946,36.6468101824,34.0124838324,36.7629225234,25.571369672,30.5492483886,28.9183422869,48.3684293602,33.4221497827,43.2123807901,38.3956472174,30.8381056373,39.2219548435,38.4721936147,54.3467886988,31.1414773241,36.1913967361,36.8031448336,25.0799573644,24.8820892301,31.5640942588,66.6379375668,37.4154076313,55.5198940463,24.2148349868,33.3989799883,32.8818614251,24.0369428088,52.2595313678,27.938081293,48.928996379,39.0929054597,27.1994900042,26.4981474634
15:15:00,35.2348319238,51.0178860257,30.7492251157,39.7524812872,81.8034065832,11.6216101866,40.9219875492,41.3285070943,39.7788738332,28.8941060132,33.9236585003,51.7997320465,49.5402803465,29.6373869982,30.1073415071,40.9341738208,37.1257671389,43.217022401,47.8410309299,77.5653791666,43.6604842513,36.1971026002,35.1576212945,32.8755427116,37.8098663561,43.3877194914,78.0489430024,35.6526993874,58.8638397597,38.0280047708,47.2778154161,31.6373863385,41.2758687311,60.3921533343,29.4572305371,30.5832608834,50.5138916595,36.4129590411,71.4559849368,38.4057830301,70.1387824119,19.3707036014,26.9242992598,39.1663352363,36.8560099794,36.5402416377,41.4074983143,45.3847465952,26.4366401131,32.4879386999,25.2256949363,29.8357997853,31.9608214589,37.8079924697,25.3224967616,36.5554786102,38.0727327155,30.9309705087,40.794221933,39.6772379541,46.8621157948,34.2678676004,20.0512337438,30.3257872776,27.1280596445,32.2101123465,29.6537199136,51.3758060322,34.8077486685,32.4013378225,33.7049025054,26.6843006894,31.4213772578,33.3423605953,57.0037383094,31.7633983876,43.5786334821,43.2880867262,29.7212196934,34.8169252625,37.842066727,55.0993210221,31.0128914195,37.504199704,40.5962790426,22.7091965706,20.797317343,28.1942234842,67.9971948257,35.7810956462,59.0974484666,27.3223039648,30.960830066,29.8494711892,23.9124717104,61.431476625,27.7168812004,46.0325666217,42.9485384988,32.9883758004,26.2015591554
15:30:00,30.7430865266,44.8049896593,32.293437172,40.1695673825,76.5794279703,9.71913625883,35.5760886641,35.6946370918,37.0779500714,27.2676863639,31.6569169349,44.6279402677,50.7037562225,29.1824730575,27.2951624488,39.6287972441,33.0168811377,39.8997146999,44.8954323528,75.4946653055,33.7986719521,32.2978441436,28.6869914334,25.1827954067,34.3113501147,37.8464136669,72.9647848543,34.347001398,55.574619372,32.518883727,41.9566986386,27.7876399591,39.7931366027,52.9173294472,30.1529401172,28.9577062623,45.6090279314,32.6913157647,64.824103559,35.6591458561,67.9510982978,23.1672940294,25.6632218816,33.6200653969,38.1422975647,31.0206871447,36.5500244307,46.1101462126,19.2470133531,33.0469173762,26.6390511819,30.0463939439,25.4195940349,37.3880323351,27.2174264333,31.1243637332,42.349516745,30.7129566679,39.7959853223,38.1934817973,45.6967349824,40.2071756016,16.6630624255,27.2646427183,25.1208045476,34.1281194532,26.8777255286,49.6848541737,29.9047406012,29.8031859322,30.6297271568,27.3497718744,29.1119921147,30.0360556888,63.1019743803,32.708587425,39.644965153,43.0692100023,32.1536482416,30.7286093012,38.0318155438,52.6053279594,25.64993594,38.7092096502,43.8283748773,21.7829972214,21.7451952514,27.9526076796,67.7661707707,33.0156532795,56.4277871239,29.9719657371,28.6878596426,25.1665190377,27.4356324921,66.7830736208,25.1919900273,42.6636018736,40.6445269361,34.769895444,29.8660502002
15:45:00,25.2191788654,37.6362938728,34.0148119587,37.9894197819,74.30046281,8.86709092467,28.5529819174,31.6175283825,34.9045708524,28.1122778009,31.6282044473,42.978515193,54.1863005857,28.0794681206,25.4657694198,35.8543149566,30.5539157647,34.3129767882,40.2925649316,67.2166924303,25.9992281624,26.5900130158,25.5279119323,23.9509031153,33.918128523,35.0504880064,68.1740880428,34.4886553946,52.7395213942,30.1970653652,34.1738014541,23.5062620712,34.3102136902,52.7360464572,29.440185001,26.6051986544,41.7010634774,27.8894311504,49.8852578991,35.4679851215,66.0842206215,26.2424319616,24.5611464039,27.9556496788,37.5279418183,29.006543262,33.1718522302,51.8744222803,15.2597317604,32.0369058797,27.8437917595,30.3209061555,22.826438685,36.4664087629,30.0688082215,28.8206553011,43.9323297962,27.8723415983,37.8273124884,39.3012735513,41.9068013351,45.025005833,16.5056239093,26.5021940345,24.4783680048,33.6574836255,26.7209955725,47.2189190767,29.7575962313,26.8275091557,30.0144602923,28.6122314897,27.6822456841,31.4157457996,66.3537632727,35.1115178294,36.3367063082,40.7814560487,34.5055825198,28.6692063959,39.217391431,52.0427754817,20.9433698858,34.4114455437,43.4376791488,24.8237720274,23.671324144,29.5242735983,65.260286629,31.5835931617,47.3601188377,28.6798159938,27.7509615238,20.5557887551,28.5925764104,65.7404640053,23.3775197753,41.2566965408,33.7140111077,30.8479010399,33.0817475949
16:00:00,23.5484020856,34.8739369733,34.0136276449,37.0619481543,82.649010436,11.9391027781,22.0064690669,27.9735376374,33.5528310401,27.5556678968,30.5546318107,40.5412879963,57.5648687561,23.1830719885,26.5105338191,33.5108362601,27.7142587163,27.4505179815,37.9213742909,61.3333064658,24.6682573469,23.6526936666,27.3195051317,27.8295291752,29.8348953567,30.0675794483,64.4860245354,34.7287704268,49.4734227991,32.557204896,31.0310417312,20.0378900652,27.8956481143,50.0036165492,27.9377663039,25.1132621409,42.6100832097,26.2234177711,36.6285581951,33.282905536,59.7514903228,24.9999466162,24.6671682434,24.1378599773,36.2507552532,28.1882354343,33.7555289604,55.07612543,17.0483464991,32.3041165507,29.8982754595,31.7733411368,19.5332931537,35.5340937608,31.1029093842,28.5103800772,41.3011272857,25.6925161344,34.7059195553,36.7092972603,42.5509476068,44.0561071086,17.3311517707,25.9660861248,24.9950820699,32.7398074311,29.0509955807,44.2810687509,30.3766446071,22.4774166229,29.0767114129,26.8165840489,28.9693064615,33.825637782,62.2457819264,34.4088156853,33.2892571469,39.3288438639,32.8399172828,26.8936973803,37.5111146668,47.378973641,19.4840803769,27.7975070536,40.7056889134,28.7879392561,25.0309147066,31.689032634,60.2626220867,29.9181213639,38.8880781796,26.017918951,27.9453092298,17.4070260508,32.4981897378,56.1636421875,20.9036023916,40.9192412817,28.4010774772,27.9864538051,35.7066779362
16:15:00,24.1776916021,34.6074695228,30.3605384828,41.2582226045,96.7066445621,22.0746185636,20.9843880354,28.4039647626,29.5076837935,25.5010886217,29.8969009041,31.0490594651,62.0438148827,19.1890482213,31.3892882063,34.7898405431,27.3674661595,23.6800940195,33.0856761923,58.0129684758,28.2134076452,24.8849445139,32.6450695075,35.5665306934,27.4300873449,25.8643489178,56.3615902137,36.7411447551,47.4121577711,38.6998267994,31.2827344296,23.6146371889,24.9975606154,45.4032589933,27.3841151389,24.8590234939,46.7540450856,24.1305258988,31.2725988871,33.618541566,53.9978070989,23.3588032883,25.908090009,24.2201688303,36.4926667458,26.2431025825,34.4398974082,60.3649617332,22.6669452122,30.62094997,32.1732775536,28.8758912934,21.2392178155,34.1492418104,29.4083807363,27.4182542223,37.0712050379,23.7121879146,32.5948976698,35.5236898657,40.8742038818,38.5852165767,15.8806317668,24.5795758187,31.5085427868,36.0017261864,34.293199944,44.7365330529,32.2570223145,22.100999152,27.0051694351,25.0832710867,31.4458515744,32.778446891,55.5571807352,33.8140714184,35.4646052521,38.0524803489,32.2083822458,28.3186502962,34.5905226676,42.4956815259,19.9762147621,23.2311027614,40.0385429296,30.9843731204,20.936529337,32.1781489841,56.0356835716,29.2852576337,31.285062046,21.1987068369,29.5641532335,13.998399124,31.0822059257,38.4316745655,21.6453302725,40.2452336736,25.5217902931,25.2538128764,33.4353726307
16:30:00,26.4571786582,37.1785681361,31.0989434346,50.3254169292,108.25691803,44.5348794698,28.521638612,32.6030343895,28.1484201911,28.7404361526,32.006449985,23.1520543946,59.6977556021,20.4270164016,36.0407975029,34.8611346742,34.9545768288,24.4684246787,29.2465378156,62.7575265926,35.7058125033,30.3804366426,33.4488932722,44.2507064264,28.4023505037,27.2722984435,47.2897318885,42.7420357866,49.2447148963,46.6110457635,37.6211110472,30.3928365595,28.2727757055,45.6109599615,27.6421300115,27.9930852038,55.3307406435,25.6011702634,32.7788580248,34.4237166061,50.3650900013,23.2380740404,24.8763778227,25.9803288208,39.9340946661,28.4720127586,31.8527424401,60.2383864009,32.0729225445,29.1515736172,30.2430223946,26.5540667575,28.5766867376,30.8018198721,25.8680543245,27.7482337426,35.2556043056,22.085032308,30.2454988686,33.4319937887,35.0197050303,33.7848571685,16.2327461128,25.3337476962,40.8661820595,38.5902603456,40.7710918916,43.8884043373,35.1405767251,24.0915143158,28.8351004495,30.8995660397,35.6459452273,34.135612818,48.5755462406,33.7232440839,39.2462239128,37.6357846772,33.9828725587,30.0732384252,33.110923516,42.5167109432,22.155759636,23.4809271416,44.4310021295,31.1460693208,16.4389010198,35.344821578,51.3167333383,31.1147789913,29.0483109741,17.3987739778,33.0101255481,13.794024072,29.2779789501,28.5963431626,23.6705910316,39.9901887299,23.090058849,23.7453297809,28.5490072128
16:45:00,27.3816112932,39.7139703828,33.5511644969,55.4942597156,111.670094557,58.4318895581,29.6843445149,33.4570416243,29.838963725,33.0634294231,33.4409155025,21.4023786498,56.5136777854,22.8484996697,37.6252502176,35.3148444357,43.1816971398,25.9220416969,29.6936739557,67.0428919968,39.7897900769,30.4629521099,34.3851256232,49.837793744,29.5901561593,35.3942322184,50.036215943,47.4654114179,48.8357672185,44.8773228778,46.1729342225,33.2995469169,30.3829966656,50.4961876393,31.8064791495,34.9480027731,58.0298712501,30.3647137971,41.5636158837,34.4101709185,48.3996438838,27.8392243586,26.348317789,28.7557548714,39.2701238924,31.6896288499,27.7420541058,56.4639311783,35.8897827166,28.8182550314,25.3351792276,21.9815950741,39.6997383561,27.6833112851,24.5480007225,30.8677662001,33.7249562657,19.5403488551,31.2191798486,35.0743717186,31.3821781592,31.6571186619,20.7049134909,30.0605347003,42.8983462184,37.6489779905,44.2217547645,41.566708853,36.2551105812,26.6402213827,31.5914316765,31.5862001713,33.211948476,34.2016814719,44.4741035134,34.9041499002,40.0883759139,40.657215324,33.1185188792,28.6493344561,36.5465799593,45.5745106478,25.8062720695,28.8534691458,46.8007415854,27.0372773172,14.7157040656,35.1859513767,50.771666498,32.2659471891,30.104941409,15.3973010264,31.5575517198,16.2612187443,27.8544509353,27.8460808708,25.756611737,38.4191541171,22.0762118527,22.0487302925,24.4580119556
17:00:00,27.0313802298,40.9832775602,36.8416367972,51.3446456929,104.802601801,65.8078939498,26.4953522381,30.6462127942,32.6463975046,30.7789150612,32.7450339357,24.0480293063,49.0830570996,21.550988363,35.2212398537,36.0188262613,44.8457798505,25.2106274543,31.2237237767,66.8299226838,41.6980335146,28.6953996877,37.2101292138,49.782117163,31.0272746303,44.7883575484,56.7873449836,46.1611679724,41.5605579889,40.8630277045,43.8227444994,36.4761538816,33.4443753661,56.7064902892,31.6875707572,38.1701612968,51.8796569853,32.9481789049,46.4854366899,33.4422115536,48.9175935974,27.8875716482,23.3474403663,29.9232042629,31.3276499708,31.7665882262,26.1503375751,50.3323550083,32.5951848602,30.2401145177,20.1913725091,17.2240702737,51.609037632,29.3815596448,27.7781818553,34.6478316714,31.8386834841,22.6373724799,36.5863995692,38.2269987676,34.3169403147,32.6343764974,21.1490603574,31.9243743811,39.703017475,37.1409265113,40.8400881206,37.8246641744,32.5472731754,25.7553509898,32.6288894376,30.6647726656,28.4943319218,29.009973126,41.2749851431,34.6781169179,34.9528762149,40.4236614105,26.6047067481,24.3923342275,44.1499077129,50.7681075081,26.3997898612,34.6933634423,39.2034321113,24.130107928,14.0668107451,31.0087961853,50.4329114857,31.3684659971,28.2854478476,15.1759206795,26.4605061985,15.2792528465,23.0246061056,34.1766342573,25.3394373939,35.8168000421,23.2704603139,19.2610806237,21.4748027066
17:15:00,28.7236536045,38.3281502002,36.9924664692,41.4679501591,102.170678306,59.8413586507,23.608819246,26.9366909777,32.9598771894,26.0688808492,31.5817107588,28.53224614,42.9700136407,21.9349734791,32.6568594789,36.2112477135,40.3803834392,25.6597809376,31.245978531,59.9936926552,41.0836558118,27.7147839279,36.9100154504,47.8624137124,37.5671639168,43.2244173025,61.6569897307,45.148378938,33.1227960218,38.1778840502,37.1092139769,37.4649492403,34.8070703459,57.8970408949,27.4828547404,38.2099403236,43.8485754288,35.1491603981,45.2756529019,34.5638037246,51.9357762259,26.4299845975,20.2006404357,27.3479245337,24.3933206626,29.1942705575,23.6359898062,42.2065544774,24.8872226735,32.3997623184,18.8828682401,14.3838962381,53.905772814,33.117785976,32.7925582026,33.223877833,31.506295995,28.8546403965,42.979257293,38.5173066107,41.4149522246,29.8347687921,20.0072861866,29.9686348883,33.581485604,35.7311973172,28.3774819888,31.5820701699,26.4534926376,22.1646910085,32.119336701,28.4844823641,25.4196692136,24.1904451097,44.0521166924,34.5581733871,30.6247879473,36.9275814098,19.1937839478,20.3489646655,48.080162574,56.0475070973,25.7958066705,36.6383064077,26.0932613498,21.822117337,15.3606851981,25.7487110554,46.7895637401,28.5201448069,29.2104419688,15.9216635815,21.8579599942,14.2049585953,19.2925268146,43.8915881473,24.341889533,37.6294884774,23.3105915368,18.3819864018,22.9957714023
17:30:00,33.7128390941,33.1236937138,40.3424860524,34.7662570263,112.685359016,56.0949617665,24.6881985265,25.8021936648,33.8757634296,25.5574844466,32.1237835743,38.2022103143,35.5725533054,28.2989692898,31.3177224538,37.0926238321,36.5275066831,28.1738462247,26.7222819177,56.749430545,42.203702934,30.7673100073,34.0506373122,44.293186095,44.0087327585,32.895439253,55.1843309375,44.4237818573,28.1050741533,38.7055603129,34.925525755,40.8559170165,36.9324894119,54.3100318621,26.0146394901,39.2773968087,41.1457901897,36.868895278,44.6947235985,33.9344895377,53.6358416579,28.738188598,20.5399321452,21.048754696,24.0984837872,28.9308790613,20.4567326068,37.7847161551,22.2736201346,35.7995796405,19.0981874031,13.1153363022,56.9730568869,39.3500920142,35.2687265339,33.4356890185,32.9599368648,32.3959448591,43.8570531438,35.1187293874,49.6332939874,29.1076806683,19.4235697384,27.3879356094,29.4290054302,37.803028795,20.9051501565,28.1093983589,23.3156507467,19.0853273306,30.9768575598,26.0649827767,22.9258701569,19.3531085007,49.3294534377,34.7011137224,29.9834218127,35.3141109741,14.428684764,20.7812842415,48.1967849134,53.826499972,27.0542364347,34.9392675341,17.5175527212,19.2506458719,19.3321700742,20.323458668,47.4648957287,27.0818610163,31.9296397561,18.4697190174,18.9678717204,13.8366625146,19.113083205,52.9412588516,24.0079148977,41.6699813113,26.2934721982,19.8888920068,25.4677045658
17:45:00,41.8060371663,32.0887131121,45.2455951475,35.2057498886,124.91632226,48.4486641014,30.1793045758,22.84305639,36.5706624965,29.7311218145,35.3806684675,41.3406107126,32.3486547092,39.0715431085,31.2757231812,39.4409742301,39.2683814809,32.3376055181,26.1225205738,59.3249796768,47.1479092237,37.6696152467,29.3778168776,37.564109589,46.0165620611,25.545616567,46.5945698961,45.6873563973,26.8443931762,39.9739567898,35.9464349801,44.3091427529,38.6678996791,48.3935738066,31.139523917,39.1627070599,39.2833140194,37.7102997495,44.9518020545,28.58620365,48.3278873304,33.2239398467,25.5960487717,16.348684695,27.2878458393,33.5460758402,21.5983081725,40.3519176565,28.4876558747,38.142423054,20.7601145009,14.3048613244,53.3824572077,40.3010075427,31.2991672133,35.6752938953,35.4191571697,33.755797329,40.7205726596,32.170088016,55.0991412523,34.6329596638,23.527317399,29.4396261554,26.9778605705,38.277264697,19.7393424338,29.512979921,27.5686440068,19.4049638308,29.8768627052,23.4569626858,23.1115061303,19.7270841569,51.5267172705,40.147385564,32.6585126184,32.8732229361,13.4647755873,23.2534220958,44.1988899544,46.4238624944,31.6433797501,36.5706034984,17.3371069459,19.9087991864,25.9947376269,20.1533795933,50.5030524384,31.3742024089,35.0718732554,19.8119491097,19.292280002,18.5627739377,24.35609179,55.4927863862,26.8976811652,46.4920634775,33.6947859009,23.4952690147,27.3458459154
18:00:00,47.3846701008,33.6946259783,55.3707212507,43.2200982874,126.062528335,48.5925029271,39.1515548369,26.0552273582,40.4696538022,39.9612200209,38.1142143748,41.8257155895,33.6111898569,50.0833236691,33.9673111561,43.849070856,49.5292263652,35.3881485713,26.4720173011,66.4493222841,45.5986031551,44.7037169524,27.5361016003,37.5784872824,51.2377672139,23.1282639058,46.7442460233,47.7915185104,29.4676055767,46.0998531523,40.9956452883,45.7728779593,34.9955894388,41.9757136196,40.6848279512,43.1012537674,35.4815792899,39.5384994616,44.8665943479,25.681901643,45.0503273648,38.8226173442,35.5198593017,24.4731950837,36.6091457388,41.7477648742,25.1329934851,41.6238042865,42.7153682557,39.5319898483,23.5950592296,14.6082695586,45.7594273594,41.4928783161,28.4389075372,35.463343094,34.1836342563,34.6368195496,39.3564950907,37.5727446401,62.6730816937,40.3750919803,27.6007960781,34.6051849186,29.1023237813,36.4686911857,22.3860083174,31.6803493179,33.016067428,23.8406497227,27.5410477087,22.5811453196,24.2234081983,27.835275935,52.4047232071,40.5352091073,36.3129515461,32.2666681804,16.6000532801,27.7669388858,45.3920230934,42.5053710829,36.9230643437,38.6281359092,22.3776193022,20.7883911905,28.6975199614,22.0118970657,55.018387399,37.5540347361,43.4066950003,22.0007779457,20.3974800228,21.0983771691,30.6652026729,55.8307930639,33.5555262174,45.309557287,38.4032718514,25.1368049884,30.1500300379
18:15:00,41.2180858448,38.2354236717,55.8956015631,56.8314719866,125.490293018,59.3191873119,44.3157576012,29.7485419943,41.856491766,46.1569625047,44.3249332973,48.8545717745,40.9757213349,53.0218534886,32.2774895112,46.0277371982,47.6994969066,37.8873541012,28.5510537536,80.2014812465,40.942294755,48.8124019375,28.4144051792,41.111403085,55.2863394834,24.5054627965,55.3007589438,40.2139713541,34.4127774886,45.2521154924,43.0039903555,44.57708864,31.5620476242,46.0973505796,38.1988236888,50.0030055021,32.3943903345,44.7980205643,39.3552024478,31.2121317982,40.1858012213,40.0217203977,45.2701351783,31.9503970255,40.1344307272,43.1516984628,29.9364491818,44.6121860369,49.1674838901,39.7871312043,25.8092022839,16.0716366099,35.9645065101,41.8460350041,29.6446403751,40.9698994546,35.714731132,41.2300386059,44.110354368,48.8878853712,67.0174204815,41.0326444913,29.8716378873,32.4868379804,36.7209466782,35.1375650294,24.8724124367,33.4730811695,36.3242280074,28.2995065582,24.9373827312,24.4443285354,26.2853951649,38.7464193776,50.6708517225,41.2080334194,39.2926045409,32.4097517193,21.2029635306,29.8165510772,48.6839498178,41.8890771669,40.9663584424,39.0664793783,30.7905711765,25.0636374213,30.800173929,26.3656751327,57.1191492635,41.0298189312,49.5599110137,23.4647313936,23.265206963,21.0330086373,34.9718823769,53.2543284252,34.7304256058,40.3521580956,37.9180974541,25.7586494608,32.7083996895
18:30:00,33.3062921437,42.6158455947,51.2565307842,69.6218441757,124.440875418,70.2364204706,42.0796114867,36.1223810068,50.0756232026,50.305092663,57.7849084871,63.9727949182,58.8354320156,59.4080277458,35.1566390672,43.9896550329,41.1101959455,33.6208036823,30.195876983,87.7618348758,37.3682877399,49.5310231099,32.8294381124,47.7809663421,59.3007357087,30.2827669547,62.4430162359,40.8493810653,43.1827638921,45.3999035976,44.9110132811,44.5059848803,28.022584291,65.8479567257,33.8601273239,50.5754232996,27.7123929064,48.8563902845,37.6005396274,45.8036391114,38.0162936308,35.6635136259,46.7659292409,40.362011516,42.7174565684,41.8780991573,38.618348929,49.0812643266,50.6239928789,41.6627186068,30.4186058992,21.5244989661,34.3393791085,39.2950516438,38.9952435224,51.4383396291,42.1065422917,46.452842484,52.6146942412,58.5312070407,69.448299398,38.5540001102,37.365882782,33.476441585,36.547633314,34.1067606251,26.4538027863,40.3920514595,40.1272978856,35.0073564436,27.9517425163,30.8910195509,28.8744694373,45.8586981576,46.2230368777,38.4388893532,45.3174344554,35.6844422046,23.4418454665,33.3630973643,54.1983894284,47.3822900103,44.0002015853,40.5839766991,37.972205351,28.3319710351,30.2673164583,27.6575837105,56.8768118872,42.1019464553,57.3439373178,28.63077943,28.0822359571,23.7594504332,34.8771920795,53.4008558824,34.0603024472,31.2304466853,42.9318864109,26.0323419886,35.5490375506
