t,2016-01-18,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-24,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-01-31,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-14,2016-03-15,2016-03-16,2016-03-17,2016-03-18,2016-03-20,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-26,2016-03-27,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-02,2016-04-03,2016-04-04,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-09,2016-04-10,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-16,2016-04-17,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-23,2016-04-24,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29
06:45:00,0.999663208536,0.935664809006,1.14436772666,0.904376169234,0.89748458728,1.95834537822,0.939987028179,-0.0927222775603,0.880267436635,0.644137846428,0.862688589404,1.00000376679,0.999839857724,4.12308454322,2.8288971028,2.82868723268,3.89975353699,0.832397222131,1.0000045334,0.171571530255,1.86438445406,3.86379612265,2.83297349172,2.00099461191,2.19900138106,1.82843215269,1.99999952146,2.75897936212,0.975035492033,1.32584542108,2.37726034004,2.6499218013,1.00101020898,0.781739785915,2.16587135281,2.0345258126,0.973407728501,0.80670535132,0.708430627247,1.24279798016,0.00432234884081,-0.0774608620367,-0.0713197368618,1.75797710592,0.215936171819,-0.312380226372,1.17347072621,0.97561337727,1.00570397748,1.05690663962,3.41531814607,2.90397068413,4.06370785944,1.18843096433,0.928531299538,0.879930611875,0.856286566043,1.23079410843,1.0000000307,0.926788242304,1.9218864675,84.0,2.23805527527,2.74780750552,1.99883582945,3.05887225614,1.96327151206,0.126659692301,0.959473394794,1.79333474626,2.99674357548,1.00071251123,2.03015539929,1.7763827978,0.90841580753,3.17971587516,3.12923428413,0.991840565053,1.78913008799,0.999967715334,1.24429452772,0.943818215858,2.10602760234,1.85614190437,3.24883618749,0.999951736648,1.00119550282,-0.126816957427,1.75164395239,5.00751134499,5.28137653669,4.19750437687,0.757148795148,1.00026492783,5.50255091314,6.6520459811,1.99871583327,3.63045422941,2.74658659377
07:00:00,1.00014101712,1.28680754799,1.73573018911,1.25928399254,1.24393529923,2.0590584138,1.19815520792,0.0229081403377,1.07787997919,0.8532000414,1.54605575973,0.999996700691,0.757434195285,4.24695358087,3.30989575084,2.23709653631,4.01929221057,1.05890237964,0.999984206643,0.757556989602,1.16966446925,3.28073871961,2.2387589229,1.99855980944,2.79537937604,1.24257861392,2.0000002191,2.27059419362,0.994660646109,2.28966193813,3.48962251959,1.70664682985,0.997829434814,0.27920805227,3.051678056,1.6858055625,0.960294782806,0.478106851671,0.80994496478,1.72859127778,-0.0164943971159,0.0147733736459,0.031178871865,1.75706933264,0.689484452015,0.356878646036,1.75648042181,0.992851262722,1.0124108356,2.097253581,4.74346690219,3.51747607384,3.46483333153,1.98569980226,1.03043881593,1.310736242,1.56114424484,1.92794702437,1.00000001402,1.2747657507,2.26072585523,84.0,2.46943255607,2.49537294915,2.0014989648,3.05886391847,1.70599677011,0.814938173224,1.28828331322,1.20671776213,3.24547959164,1.00019876132,1.78700794232,1.50940733926,1.24638589785,4.00783772063,4.06058216807,0.98111941518,1.54353836113,0.999897486016,1.47533270059,1.51807251148,2.80758992513,2.31622012666,3.2596579965,0.999976891849,0.998227892908,0.288262611148,1.26287272476,6.02072699705,5.50866525157,4.99757616339,0.51530483028,1.00116545506,3.67120659145,5.18707875723,2.01476507035,4.78566372219,3.30868796459
07:15:00,1.00129240862,1.76662066897,2.03835719824,1.80543947738,1.79541683663,2.24308069294,1.5763493313,0.323983113356,1.51495764847,1.77398654352,2.50404575124,0.999982101021,0.515348817398,4.12465353207,4.13310019327,1.9881313746,4.33932381016,1.62061309288,0.999954813096,1.00039938844,0.746175576318,2.97008907127,1.97859737064,1.99413578314,2.9937546089,0.999860769763,2.00000187382,2.26425030088,1.06421481612,2.60178761301,3.84746401908,1.46352825579,0.992628242677,0.213196746795,3.60574205356,1.26803368719,1.00036638011,0.536097649383,1.49459804782,1.72878861509,-0.0459558407543,0.261929333402,0.276316954315,2.24020734751,0.731160388575,1.65089797119,1.99254866499,1.05886239363,1.00770973876,3.02378724315,5.24097936615,4.32304009528,2.73854308473,2.40610671152,1.27528373325,1.98168064838,2.55342879156,2.16351172345,0.999999935936,1.76916677449,2.75579230796,84.0,2.22469928634,2.74732338175,2.00649044125,2.94111106853,1.52217900403,1.24989726955,1.69814644206,1.03343128549,3.50072845683,0.998259988934,1.48354968679,1.68966628511,1.7675243731,4.47652781577,4.73346148376,0.986717135202,1.7196864583,0.99989182603,1.21778181801,2.2046903754,3.29709704323,3.0640145402,2.77280743052,1.00009857375,0.992869277361,0.956976094575,1.27081359234,7.01891995913,5.17320089307,5.40263919619,0.759163275114,1.00153612665,2.83476044348,4.41801957117,2.0333826409,6.67996475616,4.37761614785
07:30:00,1.00350893176,1.93015945793,2.2920529225,2.2155223002,2.26908942643,2.47560463162,1.79828492613,0.950130915941,2.27520561283,2.41182157712,2.91916986569,0.99995903282,0.759035618046,5.01610814863,5.0209247228,1.95022420955,5.02175684065,2.73493015832,0.999938872676,1.04184168705,0.525819928661,2.6427774931,1.90902400571,1.98861369032,2.80536556543,0.958257086982,2.00000500448,2.68080057245,1.24430572578,3.03120772729,3.71701911924,1.20742881683,0.98772734498,0.461810193119,3.39296452788,1.34054743649,1.22621749779,0.411053338471,1.72563869231,1.30061147618,-0.059717885524,0.789381994013,0.744376240483,2.17729827341,0.530122733829,3.48068090975,2.0217731597,1.23671749002,0.955371060781,3.52818718481,4.59028544144,4.47776923254,2.8277547371,2.10139015895,1.74512582055,2.51143012326,2.99827858442,1.62000594006,0.999999706992,2.00688332766,3.04186118024,84.0,2.08887980339,3.01729789399,2.01314067029,2.47014135708,2.07328164947,1.54834125022,1.69354936528,1.27337029955,3.2780438368,0.993073648991,1.48545394947,1.74557936124,2.16222782255,4.210678969,4.76823932678,1.06271376465,1.65223748124,1.00022033267,1.03238742337,2.07989035291,3.74731390172,3.75480108292,2.77129612157,1.00045952537,0.986272864726,1.55643218541,1.74643320082,7.94561354716,4.69489988466,5.02253239472,0.943816878795,0.998516176789,2.64569746002,4.66661894625,2.02760673767,6.48112142813,5.84282202684
07:45:00,1.00459731796,1.79923786294,2.65990713387,2.55133318268,2.79127962236,2.23566125993,2.43497885761,1.39301359582,2.4124137437,2.22405627953,2.96584790232,0.999962359089,0.943248856416,5.93193411824,5.42958324564,2.01554475399,5.54985218658,3.37802818667,1.00004927911,1.02282806885,0.948148527031,2.06955615804,1.92937925759,1.994613122,2.2539415136,0.976024492819,2.00000638232,2.93259729507,1.46711146656,3.14333233651,3.66959406267,1.29815473905,1.00019096877,0.476759221286,2.76676255422,1.92661668581,1.76971035303,0.461154214188,1.47711961856,1.043704115,0.0584752466339,1.19864766546,0.963004551731,2.05783453817,0.813209462963,4.45543468003,1.99915427988,1.47176248463,0.803745697997,3.25455847847,3.99185629925,4.49268977912,3.19829973723,1.91107518832,1.97145738039,2.55528966212,2.95397441854,1.65292396172,0.999999365867,2.04647387522,3.24212321069,83.9999999998,2.19759987185,3.32428881303,2.00779918095,1.52826029785,2.97641013404,1.3272798451,1.38268578273,1.85956721654,3.09152248366,0.986297218524,1.19129467356,1.72623372331,2.58584408922,3.88212835719,4.31835982522,1.28975507266,1.2364816151,1.00136895118,1.04433142401,1.81051023854,3.7368113592,3.91582661235,2.69252084062,1.00100534219,0.993853308829,1.84978738707,2.11907101123,8.70649115879,4.14727686365,4.66181628611,1.00603184024,0.986172586424,3.08698174494,5.41858826345,1.90371027165,5.99696832257,6.83852418915
08:00:00,0.995346435173,1.53535091617,2.72090375934,2.44362824613,2.95013512525,2.05107234472,2.46087813871,1.24403136886,2.42996068682,1.8443986338,2.980159929,1.00010887719,1.0046715556,5.85053183133,4.77344022235,2.17581430165,5.36335705121,3.05622147199,1.00052118077,1.00061934312,1.40107251486,1.73562225285,2.12095554434,2.04752628857,1.75248059055,0.994905740549,1.99999276961,3.07039161064,1.17619867839,2.44115604164,2.84245685349,1.68065461491,1.07162865115,0.786134275095,1.29462415207,2.36841643758,2.31027216741,0.222473894844,1.27181616225,0.956487833136,0.544315104826,1.51247866969,0.971097228454,2.01671202285,1.2470130835,4.22300468082,2.03614608012,1.23590833017,0.590442425163,2.79063182695,3.46559222788,3.92328956342,3.66050005953,2.47190652554,1.99551907422,2.74570401395,2.4822399202,2.3777481958,0.999999537256,1.93273022684,3.39604677745,83.9999999993,2.50872564958,3.65269267806,1.95053416162,1.05749069042,3.70210658639,1.10704028361,1.48665066368,2.17831384957,2.8991734759,0.993440876585,1.02873790333,2.18955780452,2.86926537107,3.74135521921,4.00078845362,1.62305929905,1.06323408257,1.00338296146,1.31402088057,1.903607121,3.34953247084,3.56473582017,2.43128611548,1.00076256897,1.05847953405,2.48733383213,2.32520008293,9.31600909739,4.21404669805,5.079986608,0.994940600772,0.961539982898,4.85018248203,6.82640101128,1.51275267846,6.0730971677,6.81329716866
08:15:00,0.957350515408,1.70151792396,2.73421245812,2.42049724646,2.75124439124,1.97833713298,1.98047206712,1.30855725924,2.00639760054,1.45844406395,3.36649020895,1.0005906663,0.993489025866,5.88643344183,3.60769362224,2.39166463828,4.80231426462,2.51976793498,1.00149116782,0.986820181473,1.37620598152,1.98706064817,2.70628676884,2.19351915643,1.20609790622,1.00459459781,1.99993816396,3.27974007086,0.880911068094,2.14100877061,3.03368737046,1.70356755878,1.24326799166,0.964507355779,1.01051223248,2.15488832258,2.98790945646,0.308777570376,0.678264421937,0.949975702164,1.51654274489,1.35633199774,0.881540507589,2.07315753212,1.87170717704,3.52036695083,2.24589405519,1.05754101012,0.745578621045,2.21502097616,3.04768091716,3.33967685564,3.62807820394,2.59847851986,1.91563680272,2.60453860349,1.73684987862,2.60411312625,1.00000211412,1.61749644175,3.05885383729,83.9999999991,2.58492355077,3.33832840221,1.78581543884,0.943334738629,3.76809286712,0.753390104987,1.96116741194,1.89676757871,2.47596092473,1.05742036518,1.04286033593,2.24101259145,3.6716956876,4.27458207958,3.79577103605,1.43833453834,1.25034687614,1.00356974102,1.81320000561,1.2452176119,3.19579757338,2.88752017336,2.49735479272,0.996747066103,1.2353138471,2.41978887902,2.06315145284,8.37564134872,5.28437052853,5.71290652584,0.947611921245,0.949307820714,6.4529053652,8.20535415133,0.898372850451,5.56116304661,7.53866712099
08:30:00,0.88151092033,1.79005636027,3.51719537079,2.12277344735,2.29992562599,1.97181018229,2.17649366318,1.90390155348,1.96035426957,1.56299072637,2.5689031474,1.00138205124,0.950543466271,5.45310744105,2.94066096992,2.27209894633,3.4800525545,2.40648255241,1.00205346886,0.991796569281,1.56301798666,1.69871170897,3.66599574526,2.38370511484,1.0149473894,1.00497335115,1.99983102381,3.60541600619,0.738194985676,2.57690836806,4.35645178539,1.35422345519,1.41307928754,1.01418191438,1.35914140238,2.03814109647,3.32208440088,0.88888264103,0.721368171685,1.0222051274,2.00526901302,1.33070730128,0.86502616916,2.212973825,2.23343915818,2.63848816717,2.66925153966,0.993229847575,2.51838681408,2.02507601808,3.84312560113,3.4653807991,3.19375655135,2.16157246944,1.83909831813,2.16225082757,1.90709924258,2.38615684542,1.0000099149,1.1871561255,2.9936727921,84.0000000008,2.97140869041,2.41162954246,1.55704451591,0.956313265521,3.28787766405,1.91801628122,1.78865810396,2.32545808485,1.79850198952,1.23426967315,1.22126286181,2.60694346163,3.91380831617,4.48532102437,3.68197648934,0.865170286957,1.78920382316,0.99247074447,1.88557125061,0.91416408086,3.18686206189,2.94069949857,2.53791748797,0.984449556013,1.4625594866,1.62320222192,2.38085599202,7.85484370377,7.31931609969,5.83646598905,0.911233360963,1.05108558858,6.71239112432,9.21794262266,1.07870432305,5.16662670698,7.15956586442
08:45:00,0.844027980793,1.89024785114,4.41878972165,2.35029561955,2.19900825263,2.02917178423,2.27073181292,2.73026001958,3.09766527755,1.73794864956,2.29848273167,1.00127602419,0.929699024144,4.19115543661,2.56527254549,2.64279113171,3.40527211927,2.31464443105,0.998319976892,1.05227412896,1.8985656269,1.77129450386,3.56813175012,2.18215924019,1.16698715651,0.986735091473,1.99978347962,3.53271260535,1.14317464497,3.80085513742,6.85654152916,1.21281707111,0.992496852689,1.00844669038,1.76420180374,2.4605068697,2.85644026845,1.5140513663,1.06950234168,1.27126210981,2.00751926561,1.32344023651,1.32916497802,2.27564859623,2.13494208744,2.82760110528,2.85528375771,0.984462145432,7.66694229062,2.2881050924,4.8615676795,4.34457682586,3.19410107477,1.83501263274,2.04191776725,2.24022087601,2.70858320366,2.56979119315,1.00002152981,1.49310000011,3.84592436918,84.0000000081,3.04354908199,2.22637285139,1.73599201842,0.980277616864,2.83878393073,4.74582557434,2.02920999231,2.98137989147,1.8914919802,1.46518205896,1.4658256996,3.53167060972,3.17288515893,4.8279199805,4.04653165824,1.15648696464,2.17049499871,0.95348794438,1.24843705579,1.49883367372,2.84238618469,3.00575327576,3.2054552314,0.96586662893,1.207791997,1.23404579697,2.19994166581,6.97178925608,7.71121009904,5.30074189538,1.03776863674,1.46986713376,7.54006975886,9.11595306165,3.27513493079,6.47262280324,6.74359097525
09:00:00,1.15808018699,2.51126130209,5.75354199346,3.65735563911,2.45147044235,2.20448186585,3.13198807608,3.68002531859,6.30345666898,2.43724640927,3.12850665426,0.996301474868,1.08373291427,2.83496415404,2.39313668926,3.78521720767,3.62656804837,3.02956757285,0.982295647171,1.22138534439,3.19387002556,3.70810468353,3.64875256942,2.38554637921,1.62028054512,0.930626207419,2.00024561429,3.33609104466,3.01458428847,4.71103264599,9.86684446189,3.1510962631,0.566796425953,0.9922265945,2.93110077377,3.78803555982,2.49045152521,1.95778072363,1.94830551873,1.75082239561,1.50978083302,2.56095185703,2.95151536069,3.67472189055,2.91207070898,4.06096220624,3.0145528542,0.98626551142,14.9125467088,5.02126430262,7.42639734974,7.09067876978,4.07816464448,1.96947832933,3.12191266062,3.33532728355,4.04269846824,3.22861431842,1.00001571928,3.01240653664,6.27368371161,84.0000000229,4.23389535816,3.31307599665,1.68033954015,0.98645260739,4.42237929265,7.54569218392,4.16559412162,2.73061135236,4.18262222766,1.2228114348,1.23590334429,4.04562730709,3.19859148568,4.78608482616,5.91261040883,3.83486441722,2.30650283155,0.885081824379,1.84795736015,3.75928537458,3.30830606631,4.4827619877,4.07661407727,0.974095763055,1.01346794952,3.14238709645,3.68032445555,7.23496369166,7.21374701472,6.28287916445,1.65671474347,2.3064751264,9.42258901962,10.7152868593,6.55164386208,8.7290325759,9.03920830096
